Title,Description,Item Categories,Price,Sku,URL,Image URLs,Colors,Brand,width,height,depth,Retailer
"Dax Swivel Adjustable Executive Computer Bentwood Office Chair in Black, Natural","Modern comfort and design meet the natural beauty of wood in the Dax Bentwood Office Chair. Sit and relax in cushioned comfort with the curved padded seat and back. The adjustable seat, swivel and caster wheels make the Dax Bentwood Office Chair easy to customize to your particular needs. This chair is sure to make an impression and become the focal point in your home office.; Efforts are made to reproduce accurate colors, variations in color may occur due to computer monitor and photography; At Simpli Home we believe in creating excellent, high quality products made from the finest materials at an affordable price. Every one of our products come with a 1-year warranty and easy returns if you are not satisfied",Office Chairs,142.99,H600002343,https://www.ashleyfurniture.com/p/simpli_home_dax_swivel_executive_office_chair/H600002343.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002343_3?$AFHS-Grid-1X$",Black,Ashley furniture,22,34.1,25,ashleyfurniture.com
Quilted Swivel Home Office Chair,Work in comfort and style with this upholstered swivel desk chair. Featuring an upholstered quilted seat and backrest on a 5-star metal base. Adjustable height and casters help keep you on the move.,Office Chairs,140,H600000183,https://www.ashleyfurniture.com/p/quilted_swivel_home_office_chair/H600000183.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000183_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000183_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000183_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000183_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000183_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000183_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000183_3?$AFHS-Grid-1X$",White,Ashley furniture,20.5,38.5,23,ashleyfurniture.com
Carynhurst 2 Drawer Printer Stand with USB Charging,"Set on casters for easy mobility, the Carynhurst printer stand rolls out a fresh look in modern farmhouse living. Two smooth-gliding drawers with dovetail construction reflect high quality that never goes out of fashion. Pair of electrical outlets and USB charging ports make it an indispensable home office essential.",Home Office Storage,199.99,H755-11,https://www.ashleyfurniture.com/p/carynhurst_printer_stand/H755-11.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-11-AC-USB-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H755-FINISH-500?$AFHS-Grid-1X$",Whitewash,Ashley furniture,20.88,24.63,17.88,ashleyfurniture.com
Baldridge 2 Drawer Printer Stand with USB Charging,"Leaning toward a casually cool look with a touch of rustic industrial flair? The Baldridge printer stand takes a fresh stance on style. Two smooth-gliding drawers with dovetail construction reflect high quality that never goes out of fashion. Set on casters for easy mobility, this handy home office essential includes a pair of electrical outlets and USB charging ports to keep you up to speed.",Home Office Storage,199.99,H675-11,https://www.ashleyfurniture.com/p/baldridge_printer_stand/H675-11.html?cgid=office-storage,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H675-11-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H675-11-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H675-11-DETAIL?$AFHS-Grid-1X$",Rustic Brown,Ashley furniture,21,24.63,18,ashleyfurniture.com
Safavieh Jonika Desk Chair,"With its gently arched back-supporting seat that adjusts from 19.7 inches to 24 inches, the Jonika desk chair is a must have for the contemporary office. Constructed with white faux leather and chrome-tone steel, it will be the toughest member of the team. Full arm support and sleek, shiny casters make the workplace just a bit more wonderful.",Office Chairs,170.99,H600001979,https://www.ashleyfurniture.com/p/safavieh_jonika_desk_chair/H600001979.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001979_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001979_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001979_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001979_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001979_3?$AFHS-Grid-1X$",White,Ashley furniture,21.5,0,23.2,ashleyfurniture.com
OFM Core Collection Upholstered Office Chair,"A great office chair needs to be supportive, stylish and comfortable, which is where the OFM Modern Fabric Upholstered Office Chair excels. The same comfort you expect from a lounge chair pads this chair, in a modern gray to match any office decor. Height adjustability ranges from 38"" - 41.1"" and its deep 3"" seat cushion ensures support for all users. chrome-tone accents give the chair a sleek look for the perfect first impression in the office. Plus, an entire day at work doesn’t take a toll on the body with deep cushioning and swivel tilt capabilities for the perfect angle. Cushions can be removed for easy cleaning and responsive fabric is easy to maintain and keep in pristine condition. Backed by the OFM Limited Warranty, this computer chair is a great way to stay comfy and focused while at work.",Office Chairs,138.99,H600000982,https://www.ashleyfurniture.com/p/ofm_core_collection_upholstered_office_chair/H600000982.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_14?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_16?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_17?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_18?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_19?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_20?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_21?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_22?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_23?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_24?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000982_26?$AFHS-Grid-1X$",Gray,Ashley furniture,29.5,41.1,30,ashleyfurniture.com
Safavieh Soho Tufted Desk Chair,"Posh and polished, the contemporary Soho swivel office chair was inspired by the glamorous corporate headquarters of New York’s most prestigious fashion brand. The base is finished in an espresso color, and its chic light creme upholstery is tufted for a timeless, elegant appeal.",Office Chairs,354.99,H600001987,https://www.ashleyfurniture.com/p/safavieh_soho_tufted_desk_chair/H600001987.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600001987_3?$AFHS-Grid-1X$",Creme,Ashley furniture,25.2,33.9,27.2,ashleyfurniture.com
Fran Task Chair,"Spruce up your home office with this contemporary task chair featuring a sophisticated velvet fabric upholstery that ties in perfectly with modern decor. The ultra-comfortable padded bucket seat is complemented by a sturdy 5-star metal base. Adjustable height, full swivel and casters complete the design.",Office Chairs,180,H600000579,https://www.ashleyfurniture.com/p/lumisource_fran_task_chair/H600000579.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000583_3?$AFHS-Grid-1X$",Black,Ashley furniture,21.5,28.5,23,ashleyfurniture.com
CorLiving Workspace Office Chair,"A sleek upgrade to your typical desk chair. Featuring easy to care for leatherette upholstery with stylish panels, foam padded tilting backrest, foam padded seat, waterfall armrests and rolling wheels. The Ergonomic gas lift adjusts the seat to the height of your desk or computer space providing perfect posture while making it easy to sit for extended periods.",Office Chairs,150.99,H600002745,https://www.ashleyfurniture.com/p/corliving_workspace_office_chair/H600002745.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002745_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002745_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002745_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002745_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002745_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002745_3?$AFHS-Grid-1X$",Black,Ashley furniture,25,40,25,ashleyfurniture.com
CorLiving Executive Office Chair with Head Rest,"Designed with a focus on style and comfort, this Executive office chair offers a sophisticated seating solution for any work environment. The cushioned leatherette upholstery provides comfort and the tilt function is controlled by a gas lift that quickly adjusts the height to preference. The high back design limits strain on the upper back, shoulders and neck to reduce fatigue and improve productivity during a long workday.",Office Chairs,272.99,H600002768,https://www.ashleyfurniture.com/p/corliving_executive_office_chair_with_head_rest/H600002768.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002768_3?$AFHS-Grid-1X$",Black,Ashley furniture,24,49,29,ashleyfurniture.com
Techni Mobili Comfy Height Adjustable Rolling Office Desk Chair,"The Techni Mobili High back task chair is beautifully upholstered with a clean, comfortable design you will appreciate from the second you enter your work space. The Techni Mobili High back office chair features a dedicated headrest and a chrome finish base. The seat is height adjustable through a pneumatic gas lift seat mechanism, and the chair also has swivel tilt with tension control so that finding your sweet spot is easy. Max Weight Capacity: 275 lbs. Color: Beige",Office Chairs,228.99,H600002452,https://www.ashleyfurniture.com/p/techni_mobili_comfy_height_adjustable_rolling_office_desk_chair/H600002452.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600002452_3?$AFHS-Grid-1X$",Gray,Ashley furniture,25.5,41,27.5,ashleyfurniture.com
Modway Lattice Vinyl Office Chair,"Introduce elegance to your office environment with the Lattice office chair, a plush vinyl seat that has all the comfort you need without compromising on style. This chic piece is outfitted with a polished chrome-tone frame, five hooded casters and two padded vinyl arms. Blending flair and function seamlessly, this seat is perfect for your modern office.",Office Chairs,124.99,H600003448,https://www.ashleyfurniture.com/p/modway_lattice_vinyl_office_chair/H600003448.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600003448_13?$AFHS-Grid-1X$",Black,Ashley furniture,24,37,24,ashleyfurniture.com
Upholstered Swivel Home Office Chair,Work in comfort and style with this upholstered swivel desk chair. Featuring faux leather upholstery on a brilliant goldtone base and an arched-back design for hours of comfort. Adjustable height and casters help keep you on the move.,Office Chairs,275,H600000185,https://www.ashleyfurniture.com/p/upholstered_swivel_home_office_chair/H600000185.html?cgid=office-chairs,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000185-SW-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000185-ALT-A-SW-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000185-ALT-B-SW-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000185-ALT-C-SW-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000185-ALT-D-SW-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000185-ALT-E-SW-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/H600000185-SWATCH?$AFHS-Grid-1X$",Gold/Black,Ashley furniture,23.5,42,23,ashleyfurniture.com
